Country,CityState,City,StateAbv,StationName,RG_ID,RG_LC,CS,Type,RG_URL,URL,CityCords
United States,Gig Harbor WA,Gig Harbor,WA,KGHP FM 89.9,prx586-t,/listen/kghp-fm-89-9/prx586-t,KGHP,FM,https://radio.garden/api/ara/content/listen/prx586-t/channel.mp3?,https://ic1.mainstreamnetwork.com/kghp-fm,"[-122.58013, 47.329266]"
United States,Ellensburg WA,Ellensburg,WA,Ellensburg Community Radio,qnNmQ96M,/listen/ellensburg-community-radio/qnNmQ96M,xxxx,,https://radio.garden/api/ara/content/listen/qnNmQ96M/channel.mp3?,https://ais-edge07-live365-dal02.cdnstream.com/a17677,"[-120.547844, 46.996513]"
United States,Ferndale WA,Ferndale,WA,KRPI Radio AM 1550,jxxmxdoX,/listen/krpi-radio-am-1550/jxxmxdoX,KRPI,AM,https://radio.garden/api/ara/content/listen/jxxmxdoX/channel.mp3?,https://16643.live.streamtheworld.com/KRPIAMAAC.aac,"[-122.591, 48.8465]"
United States,McCleary WA,McCleary,WA,KYYO 96.9,3QkTbCu0,/listen/kyyo-96-9/3QkTbCu0,KYYO,FM,https://radio.garden/api/ara/content/listen/3QkTbCu0/channel.mp3?,http://stream1.noctel.com:7003/969kayo,"[-123.265434, 47.05315]"
United States,Mercer Island WA,Mercer Island,WA,KMIH 88.9 The Bridge,IORnx2hk,/listen/kmih-88-9-the-bridge/IORnx2hk,KMIH,FM,https://radio.garden/api/ara/content/listen/IORnx2hk/channel.mp3?,https://www.streamvortex.com:8444/s/11390,"[-122.22207, 47.570656]"
United States,Ocean Shores WA,Ocean Shores,WA,KOSW-LP FM 91.3,j3Dxc-Lf,/listen/kosw-lp-fm-91-3/j3Dxc-Lf,KOSW,FM,https://radio.garden/api/ara/content/listen/j3Dxc-Lf/channel.mp3?,http://ophanim.net:7040/;,"[-124.16136, 47.007416]"
United States,Mount Vernon WA,Mount Vernon,WA,KBRC AM 1430 - KBRC,C0qz3EJO,/listen/kbrc-am-1430-kbrc/C0qz3EJO,KBRC,AM,https://radio.garden/api/ara/content/listen/C0qz3EJO/channel.mp3?,https://ice7.securenetsystems.net/KBRC,"[-122.334045, 48.421215]"
United States,Port Orchard WA,Port Orchard,WA,KITZ 1400 AM,sDdsTYeb,/listen/kitz-1400-am/sDdsTYeb,KITZ,AM,https://radio.garden/api/ara/content/listen/sDdsTYeb/channel.mp3?,https://crystalout.surfernetwork.com:8001/KITZ_MP3,"[-122.636246, 47.540375]"
United States,Tumwater WA,Tumwater,WA,K-Ty Radio Network,QrQ9ndtj,/listen/k-ty-radio-network/QrQ9ndtj,xxxx,,https://radio.garden/api/ara/content/listen/QrQ9ndtj/channel.mp3?,https://stream.zeno.fm/0autxdxsf48uv,"[-122.90931, 47.00732]"
United States,Sequim WA,Sequim,WA,KSQM 91.5FM,b6rnlhQO,/listen/ksqmfm/b6rnlhQO,KSQM,FM,https://radio.garden/api/ara/content/listen/b6rnlhQO/channel.mp3?,https://video1.getstreamhosting.com:8182/stream,"[-123.101845, 48.079536]"
United States,Yakima WA,Yakima,WA,104.1 KXDD - KXDD,qjCd5AIj,/listen/1041kxdd/qjCd5AIj,KXDD,FM,https://radio.garden/api/ara/content/listen/qjCd5AIj/channel.mp3?,https://ice7.securenetsystems.net/KXDD,"[-120.5059, 46.60207]"
United States,Tenino WA,Tenino,WA,"🚨 Thurston County, WA Fire, EMS, Police & Sheriff Scanner",eBZbJcRO,/listen/thurston-county-wa-fire-ems-police-sheriff-scanner/eBZbJcRO,xxxx,,https://radio.garden/api/ara/content/listen/eBZbJcRO/channel.mp3?,https://audio1.broadcastify.com/614867495.mp3,"[-122.85291, 46.856766]"
United States,Seattle WA,Seattle,WA,1150 AM KKNW,linNqASD,/listen/-1150-am-kknw/linNqASD,KKNW,AM,https://radio.garden/api/ara/content/listen/linNqASD/channel.mp3?,https://18253.live.streamtheworld.com/KKNWAMAAC.aac,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,80's New Wave Radio,VjBNv1RY,/listen/-80-s-new-wave-radio/VjBNv1RY,xxxx,,https://radio.garden/api/ara/content/listen/VjBNv1RY/channel.mp3?,http://94.23.216.139:8120/live,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,820AM KGNW,iruArkaA,/listen/kgnw/iruArkaA,KGNW,AM,https://radio.garden/api/ara/content/listen/iruArkaA/channel.mp3?,https://16693.live.streamtheworld.com/KGNWAMAAC.aac,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,889 The Bridge,SgSbh7Ww,/listen/-1-the-bridge/SgSbh7Ww,xxxx,,https://radio.garden/api/ara/content/listen/SgSbh7Ww/channel.mp3?,http://www.streamvortex.com:11390/;audio.mp3,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,AM 1590 The Answer,1cM09XNd,/listen/am-1590-the-answer/1cM09XNd,xxxx,,https://radio.garden/api/ara/content/listen/1cM09XNd/channel.mp3?,https://19273.live.streamtheworld.com/KLFEAMAAC.aac,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,C89.5 KNHC,aiL9X0ma,/listen/c89-5-knhc/aiL9X0ma,KNHC,FM,https://radio.garden/api/ara/content/listen/aiL9X0ma/channel.mp3?,http://knhc-ice.streamguys1.com/live,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,Cafe Racer Radio,dW-mosWX,/listen/cafe-racer-radio/dW-mosWX,xxxx,,https://radio.garden/api/ara/content/listen/dW-mosWX/channel.mp3?,https://player.caferacerradio.com/_streams/_a,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,Channel R Dance,MdZmM_Lz,/listen/channel-r-dance/MdZmM_Lz,xxxx,,https://radio.garden/api/ara/content/listen/MdZmM_Lz/channel.mp3?,https://ais-edge37-live365-dal02.cdnstream.com/a23165,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,Channel R Radio,ourImRIp,/listen/channel-r-radio/ourImRIp,xxxx,,https://radio.garden/api/ara/content/listen/ourImRIp/channel.mp3?,http://ls11.int.live365.net:8000/a23165_live,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,El Rey 1360,2ZOIGX5w,/listen/el-rey-1360/2ZOIGX5w,xxxx,,https://radio.garden/api/ara/content/listen/2ZOIGX5w/channel.mp3?,https://17843.live.streamtheworld.com/KKMOAMAAC.aac,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,El Solar Estereo,dUzTk5Zp,/listen/el-solar-estereo/dUzTk5Zp,xxxx,,https://radio.garden/api/ara/content/listen/dUzTk5Zp/channel.mp3?,http://51.15.160.78:8869/;,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,ESPN 710 AM Seattle,sYlkACCD,/listen/espn-710-am-seattle/sYlkACCD,xxxx,,https://radio.garden/api/ara/content/listen/sYlkACCD/channel.mp3?,https://25043.live.streamtheworld.com/KIROAMAAC.aac,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,Further Rock Radio,vRUlJ7rt,/listen/further-rock-radio/vRUlJ7rt,xxxx,,https://radio.garden/api/ara/content/listen/vRUlJ7rt/channel.mp3?,https://streaming.live365.com/a81821,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,J.A.Z.Z. VNU,X1bwvqkl,/listen/j-a-z-z-vnu/X1bwvqkl,xxxx,,https://radio.garden/api/ara/content/listen/X1bwvqkl/channel.mp3?,https://ice3.securenetsystems.net/JAZZVNU,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,KBFG-LP FM 107.3,34JzMlHm,/listen/kbfg-lp-fm-107-3/34JzMlHm,KBFG,FM,https://radio.garden/api/ara/content/listen/34JzMlHm/channel.mp3?,http://192.81.134.38:8001/kbfg-2,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,KCIS,32zcDX8E,/listen/kcis/32zcDX8E,KCIS,AM,https://radio.garden/api/ara/content/listen/32zcDX8E/channel.mp3?,https://crista-kcis.streamguys1.com/kcismp3,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,KCMS 105.3,O2PtG6D5,/listen/kcms-105-3/O2PtG6D5,KCMS,FM,https://radio.garden/api/ara/content/listen/O2PtG6D5/channel.mp3?,https://crista-kcms.streamguys1.com/kcmsmp3,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,KEXP FM 90.3,2m0QRgcW,/listen/kexp-fm/2m0QRgcW,KEXP,FM,https://radio.garden/api/ara/content/listen/2m0QRgcW/channel.mp3?,https://kexp-mp3-128.streamguys1.com/kexp128.mp3,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,🌤️ KHB60 NOAA Weather Radio,Y8eFv2xZ,/listen/khb60-noaa-weather-radio/Y8eFv2xZ,xxxx,,https://radio.garden/api/ara/content/listen/Y8eFv2xZ/channel.mp3?,https://broadcastify.cdnstream1.com/29442,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,KHUH FM 104.9 Hollow Earth Radio,983EpgH_,/listen/khuh-fm-104-9/983EpgH_,KHUH,FM,https://radio.garden/api/ara/content/listen/983EpgH_/channel.mp3?,http://centova.rockhost.com:8001/stream,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,KING FM 98.1 Classical,oI0GFtnk,/listen/king/oI0GFtnk,KING,FM,https://radio.garden/api/ara/content/listen/oI0GFtnk/channel.mp3?,https://classicalking.streamguys1.com/king-fm-aac-128k,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,KIRO Radio FM 97.3,NfUNAkR2,/listen/kiro-radio-fm-97-3/NfUNAkR2,KIRO,FM,https://radio.garden/api/ara/content/listen/NfUNAkR2/channel.mp3?,https://playerservices.streamtheworld.com/api/livestream-redirect/KIROFM.mp3,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,KJR 790 AM,Cuvqu_Ok,/listen/kjr-790-am/Cuvqu_Ok,xxxx,,https://radio.garden/api/ara/content/listen/Cuvqu_Ok/channel.mp3?,https://n23b-e2.revma.ihrhls.com/zc2565,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,KODX FM 96.9,rrjnbvud,/listen/kodx-fm-96-9/rrjnbvud,KODX,FM,https://radio.garden/api/ara/content/listen/rrjnbvud/channel.mp3?,https://stream.pacificaservice.org:9000/kodx,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,KTTH AM 770,cTJZs82F,/listen/ktth-am-770/cTJZs82F,KTTH,AM,https://radio.garden/api/ara/content/listen/cTJZs82F/channel.mp3?,https://16643.live.streamtheworld.com/KTTHAMAAC.aac?pname=StandardPlayerV4&amp;pversion=4.19.2-012&amp;dist=triton-web&amp;tdsdk=js-2.9&amp;banners=300x250%2C728x90&amp;sbmid=cec80cb6-2ed3-42f1-8036-0256f21689b0,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,KUOW-FM 94.9,lrJcS5FN,/listen/kuow/lrJcS5FN,KUOW,FM,https://radio.garden/api/ara/content/listen/lrJcS5FN/channel.mp3?,https://15363.live.streamtheworld.com/KUOWFM_HIGH_MP3.mp3,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,Racketeer Radio,h1nICTVP,/listen/racketeer-radio/h1nICTVP,xxxx,,https://radio.garden/api/ara/content/listen/h1nICTVP/channel.mp3?,https://ais-edge07-live365-dal02.cdnstream.com/a33242,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,Rainy Dawg Radio,bNRZb3JZ,/listen/rainy-dawg-radio/bNRZb3JZ,xxxx,,https://radio.garden/api/ara/content/listen/bNRZb3JZ/channel.mp3?,http://166.62.119.4:8000/stream,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,Sacred Heart Radio,2q1EdSoR,/listen/sacred-heart-radio/2q1EdSoR,xxxx,,https://radio.garden/api/ara/content/listen/2q1EdSoR/channel.mp3?,https://ssl-2.stream.miriamtech.net/sacredheartradio/hidden,"[-122.33207, 47.60621]"
United States,Seattle WA,Seattle,WA,Sleepbot Environmental Broadcast,ujpF3u5Z,/listen/sleepbot/ujpF3u5Z,xxxx,,https://radio.garden/api/ara/content/listen/ujpF3u5Z/channel.mp3?,http://sc13.shoutcaststreaming.us:8218/seb,"[-122.33207, 47.60621]"
United States,Port Angeles WA,Port Angeles,WA,KONP FM 101.7,GcYpa3AW,/listen/konp-fm-101-7/GcYpa3AW,KONP,FM,https://radio.garden/api/ara/content/listen/GcYpa3AW/channel.mp3?,https://crystalout.surfernetwork.com:8001/KONP_MP3,"[-123.43074, 48.118145]"
United States,Port Angeles WA,Port Angeles,WA,KZQM FM 104.9,3qlOx1DU,/listen/kzqm-fm-104-9/3qlOx1DU,KZQM,FM,https://radio.garden/api/ara/content/listen/3qlOx1DU/channel.mp3?,https://crystalout.surfernetwork.com:8001/KZQM-FM_MP3,"[-123.43074, 48.118145]"
United States,Kennewick WA,Kennewick,WA,More FM 106.1,AQxCaCGP,/listen/more-fm-106-1/AQxCaCGP,xxxx,,https://radio.garden/api/ara/content/listen/AQxCaCGP/channel.mp3?,https://ice9.securenetsystems.net/KALE,"[-119.11995, 46.208668]"
United States,Kennewick WA,Kennewick,WA,Power 99.1,i_W5AL34,/listen/power-99-1/i_W5AL34,xxxx,,https://radio.garden/api/ara/content/listen/i_W5AL34/channel.mp3?,https://ice5.securenetsystems.net/KUJFM?playSessionID=A4DD4634-155D-C0F3-03E8558282069D4B,"[-119.11995, 46.208668]"
United States,Tacoma WA,Tacoma,WA,KNKX 88.5 News & Jazz,zJnAjT4B,/listen/knkx-88-5-jazz/zJnAjT4B,KNKX,FM,https://radio.garden/api/ara/content/listen/zJnAjT4B/channel.mp3?,https://live.wostreaming.net/direct/ppm-knkxfmaac256-ibc1,"[-122.44429, 47.252876]"
United States,Tacoma WA,Tacoma,WA,KNKX Jazz24,Y2LXezzY,/listen/knkx-fm-88-5/Y2LXezzY,xxxx,,https://radio.garden/api/ara/content/listen/Y2LXezzY/channel.mp3?,https://live.wostreaming.net/direct/ppm-jazz24aac256-ibc1,"[-122.44429, 47.252876]"
United States,Tacoma WA,Tacoma,WA,KTQA-LP 95.3 FM,V_bJCXf9,/listen/ktqa-lp-95-3-fm/V_bJCXf9,KTQA,FM,https://radio.garden/api/ara/content/listen/V_bJCXf9/channel.mp3?,https://stream.ktqa.org/ktqa.mp3,"[-122.44429, 47.252876]"
United States,Tacoma WA,Tacoma,WA,KUPS 90.1 FM The Sound,hbKlSrsA,/listen/kups-90-1-fm-the-sound/hbKlSrsA,KUPS,FM,https://radio.garden/api/ara/content/listen/hbKlSrsA/channel.mp3?,https://streamingv2.shoutcast.com/kupsfm,"[-122.44429, 47.252876]"
United States,Tacoma WA,Tacoma,WA,LTATM Media Network,aK06LhON,/listen/ltatm-lets-talk-about-the-music/aK06LhON,xxxx,,https://radio.garden/api/ara/content/listen/aK06LhON/channel.mp3?,https://ais-edge07-live365-dal02.cdnstream.com/a59611,"[-122.44429, 47.252876]"
United States,Tacoma WA,Tacoma,WA,Musix Dose,SA0rGr2i,/listen/musix-dose/SA0rGr2i,xxxx,,https://radio.garden/api/ara/content/listen/SA0rGr2i/channel.mp3?,https://usa15.fastcast4u.com/proxy/musixdos?mp=/1,"[-122.44429, 47.252876]"
United States,Tacoma WA,Tacoma,WA,NWCZ Radio CH1,ezblF1TC,/listen/nwczradio/ezblF1TC,xxxx,,https://radio.garden/api/ara/content/listen/ezblF1TC/channel.mp3?,https://radio.nwczradio.com/radio/8000/radio.mp3,"[-122.44429, 47.252876]"
United States,Tacoma WA,Tacoma,WA,NWCZ Radio CH2,0g7zCHcn,/listen/nwcz-radio-ch2/0g7zCHcn,xxxx,,https://radio.garden/api/ara/content/listen/0g7zCHcn/channel.mp3?,https://radio.nwczradio.com/radio/8010/radio.mp3,"[-122.44429, 47.252876]"
United States,Tacoma WA,Tacoma,WA,Radio Tacoma 101.9 KTAH-LP,sTd6izuN,/listen/radio-tacoma-101-9-ktah-lp/sTd6izuN,KTAH,FM,https://radio.garden/api/ara/content/listen/sTd6izuN/channel.mp3?,https://stream.radiotacoma.org/ktah.mp3,"[-122.44429, 47.252876]"
United States,Aberdeen WA,Aberdeen,WA,KBKW AM 1450 NewsTalk,onXtNCpx,/listen/kbkw-am-1450-newstalk/onXtNCpx,KBKW,AM,https://radio.garden/api/ara/content/listen/onXtNCpx/channel.mp3?,http://173.193.205.96:7000/stream,"[-123.81572, 46.975372]"
United States,Pullman WA,Pullman,WA,KQQQ AM 1150,R6yB5cvl,/listen/kqqq-am-1150/R6yB5cvl,KQQQ,AM,https://radio.garden/api/ara/content/listen/R6yB5cvl/channel.mp3?,http://107.182.234.197:7801/stream,"[-117.18174, 46.72978]"
United States,Pullman WA,Pullman,WA,NWPB - Classical,J3fLGbLG,/listen/nwpb-news-and-classical-music/J3fLGbLG,xxxx,,https://radio.garden/api/ara/content/listen/J3fLGbLG/channel.mp3?,https://streams.nwpr.org:8443/NWPRCLASSICAL,"[-117.18174, 46.72978]"
United States,Pullman WA,Pullman,WA,NWPB - KJEM Jazz,R6n97_IW,/listen/nwpb-kjem-jazz/R6n97_IW,xxxx,,https://radio.garden/api/ara/content/listen/R6n97_IW/channel.mp3?,https://streams.nwpr.org:8443/NWPRKJEM,"[-117.18174, 46.72978]"
United States,Pullman WA,Pullman,WA,NWPB - NPR News KLWS 91.5,rOQcO7BX,/listen/nwpb-npr-news/rOQcO7BX,xxxx,,https://radio.garden/api/ara/content/listen/rOQcO7BX/channel.mp3?,http://streams.nwpr.org:8000/NWPRNEWS,"[-117.18174, 46.72978]"
United States,Westport WA,Westport,WA,KGHI 91.1 FM,B7O8LhlA,/listen/kghi-91-1-fm/B7O8LhlA,KGHI,FM,https://radio.garden/api/ara/content/listen/B7O8LhlA/channel.mp3?,http://173.193.205.96:7341/stream,"[-124.104065, 46.89009]"
United States,Westport WA,Westport,WA,Pacific Coast FM,8FhgoZaI,/listen/pacific-coast-fm/8FhgoZaI,xxxx,,https://radio.garden/api/ara/content/listen/8FhgoZaI/channel.mp3?,https://listen.radioking.com/radio/379018/stream/429943,"[-124.104065, 46.89009]"